num,dat,guy
2952,2013.06.29,Rob DenBleyker
2953,2013.06.30,Kris Wilson
2954,2013.07.01,Dave McElfatrick
2955,2013.07.02,Kris Wilson
2956,2013.07.03,Dave McElfatrick
2957,2013.07.04,Matt Melvin
2958,2013.07.05,Rob DenBleyker
2959,2013.07.06,Kris Wilson
2960,2013.07.07,Dave McElfatrick
2961,2013.07.08,Rob DenBleyker
2962,2013.07.09,Kris Wilson
2963,2013.07.10,Dave McElfatrick
2964,2013.07.12,Rob DenBleyker
2965,2013.07.11,Matt Melvin
2966,2013.07.13,Kris Wilson
2967,2013.07.14,Dave McElfatrick
2968,2013.07.15,Kris Wilson
2969,2013.07.16,Rob DenBleyker
2970,2013.07.17,Dave McElfatrick
2971,2013.07.18,Matt Melvin
2972,2013.07.19,Kris Wilson
2973,2013.07.20,Rob DenBleyker
2974,2013.07.21,Dave McElfatrick
2975,2013.07.22,Rob DenBleyker
2976,2013.07.23,Kris Wilson
2977,2013.07.24,Dave McElfatrick
2978,2013.07.25,Matt Melvin
2979,2013.07.26,Rob DenBleyker
2980,2013.07.27,Kris Wilson
2981,2013.07.28,Dave McElfatrick
2982,2013.07.29,Rob DenBleyker
2983,2013.07.30,Kris Wilson
2984,2013.07.31,Dave McElfatrick
2985,2013.08.01,Matt Melvin
2986,2013.08.02,Rob DenBleyker
2987,2013.08.03,Rob DenBleyker
2988,2013.08.04,Kris Wilson
2989,2013.08.05,Dave McElfatrick
2990,2013.08.06,Rob DenBleyker
2991,2013.08.07,Kris Wilson
2992,2013.08.08,Dave McElfatrick
2993,2013.08.09,Matt Melvin
2994,2013.08.10,Rob DenBleyker
2995,2013.08.11,Kris Wilson
2996,2013.08.12,Dave McElfatrick
2997,2013.08.13,Rob DenBleyker
2998,2013.08.14,Kris Wilson
2999,2013.08.15,Dave McElfatrick
3000,2013.08.16,Matt Melvin
3001,2013.08.17,Kris Wilson
3002,2013.08.18,Rob DenBleyker
3003,2013.08.19,Dave McElfatrick
3004,2013.08.20,Kris Wilson
3005,2013.08.21,Rob DenBleyker
3006,2013.08.23,Dave McElfatrick
3007,2013.08.24,Matt Melvin
3008,2013.08.25,Rob DenBleyker
3009,2013.08.26,Kris Wilson
3010,2013.08.27,Dave McElfatrick
3011,2013.08.28,Kris Wilson
3012,2013.08.30,Matt Melvin
3013,2013.08.31,Rob DenBleyker
3014,2013.09.01,Dave McElfatrick
3015,2013.09.02,Kris Wilson
3016,2013.09.03,Rob DenBleyker
3017,2013.09.04,Dave McElfatrick
3018,2013.09.06,Kris Wilson
3019,2013.09.07,Matt Melvin
3020,2013.09.08,Kris Wilson
3021,2013.09.09,Rob DenBleyker
3022,2013.09.10,Dave McElfatrick
3023,2013.09.11,Kris Wilson
3024,2013.09.13,Rob DenBleyker
3025,2013.09.14,Dave McElfatrick
3026,2013.09.16,Rob DenBleyker
3027,2013.09.15,Matt Melvin
3028,2013.09.17,Kris Wilson
3029,2013.09.18,Dave McElfatrick
3030,2013.09.20,Rob DenBleyker
3031,2013.09.21,Matt Melvin
3032,2013.09.22,Kris Wilson
3033,2013.09.23,Dave McElfatrick
3034,2013.09.24,Rob DenBleyker
3035,2013.09.25,Rob DenBleyker
3036,2013.09.27,Dave McElfatrick
3037,2013.09.28,Kris Wilson
3038,2013.09.29,Matt Melvin
3039,2013.09.30,Rob DenBleyker
3040,2013.10.01,Dave McElfatrick
3041,2013.10.02,Kris Wilson
3042,2013.10.04,Rob DenBleyker
3043,2013.10.05,Dave McElfatrick
3044,2013.10.06,Kris Wilson
3045,2013.10.07,Matt Melvin
3046,2013.10.08,Rob DenBleyker
3047,2013.10.09,Dave McElfatrick
3048,2013.10.11,Kris Wilson
3049,2013.10.12,Rob DenBleyker
3050,2013.10.13,Dave McElfatrick
3051,2013.10.14,Kris Wilson
3052,2013.10.15,Matt Melvin
3053,2013.10.16,Rob DenBleyker
3054,2013.10.18,Dave McElfatrick
3055,2013.10.19,Kris Wilson
3056,2013.10.20,Rob DenBleyker
3057,2013.10.21,Dave McElfatrick
3058,2013.10.22,Kris Wilson
3059,2013.10.23,Matt Melvin
3060,2013.10.25,Rob DenBleyker
3061,2013.10.26,Dave McElfatrick
3062,2013.10.27,Kris Wilson
3063,2013.10.28,Rob DenBleyker
3064,2013.10.29,Dave McElfatrick
3065,2013.10.30,Kris Wilson
3066,2013.11.01,Matt Melvin
3067,2013.11.02,Rob DenBleyker
3068,2013.11.03,Dave McElfatrick
3069,2013.11.04,Kris Wilson
3070,2013.11.05,Dave McElfatrick
3071,2013.11.06,Rob DenBleyker
3072,2013.11.08,Kris Wilson
3073,2013.11.09,Matt Melvin
3074,2013.11.10,Dave McElfatrick
3075,2013.11.11,Rob DenBleyker
3076,2013.11.12,Kris Wilson
3077,2013.11.13,Dave McElfatrick
3078,2013.11.15,Rob DenBleyker
3079,2013.11.16,Matt Melvin
3080,2013.11.17,Kris Wilson
3081,2013.11.18,Dave McElfatrick
3082,2013.11.19,Rob DenBleyker
3083,2013.11.20,Kris Wilson
3084,2013.11.22,Dave McElfatrick
3085,2013.11.23,Rob DenBleyker
3086,2013.11.24,Matt Melvin
3087,2013.11.25,Kris Wilson
3088,2013.11.26,Dave McElfatrick
3089,2013.11.27,Rob DenBleyker
3090,2013.11.29,Kris Wilson
3091,2013.11.30,Dave McElfatrick
3092,2013.12.01,Rob DenBleyker
3093,2013.12.02,Matt Melvin
3094,2013.12.03,Kris Wilson
3095,2013.12.04,Dave McElfatrick
3096,2013.12.06,Rob DenBleyker
3097,2013.12.07,Kris Wilson
3098,2013.12.08,Rob DenBleyker
3099,2013.12.09,Dave McElfatrick
3100,2013.12.10,Matt Melvin
3101,2013.12.11,Kris Wilson
3102,2013.12.13,Rob DenBleyker
3103,2013.12.14,Dave McElfatrick
3104,2013.12.15,Kris Wilson
3105,2013.12.16,Matt Melvin
3106,2013.12.17,Kris Wilson
3107,2013.12.20,Dave McElfatrick
3108,2013.12.18,Rob DenBleyker
3109,2013.12.19,NA
3110,2013.12.21,Kris Wilson
3111,2013.12.22,Rob DenBleyker
3112,2013.12.23,Dave McElfatrick
3113,2013.12.25,Kris Wilson
3114,2013.12.26,Matt Melvin
3115,2013.12.27,Rob DenBleyker
3116,2013.12.28,Dave McElfatrick
3117,2013.12.29,Kris Wilson
3118,2013.12.30,Matt Melvin
3119,2013.12.31,Kris Wilson
3120,2014.01.01,Rob DenBleyker
3121,2014.01.03,Dave McElfatrick
3122,2014.01.04,Rob DenBleyker
3123,2014.01.05,Kris Wilson
3124,2014.01.06,Dave McElfatrick
3125,2014.01.07,Matt Melvin
3126,2014.01.08,Rob DenBleyker
3127,2014.01.10,Dave McElfatrick
3128,2014.01.11,Kris Wilson
3129,2014.01.12,Rob DenBleyker
3130,2014.01.13,Dave McElfatrick
3131,2014.01.14,Kris Wilson
3132,2014.01.15,Matt Melvin
3133,2014.01.17,Rob DenBleyker
3134,2014.01.18,Dave McElfatrick
3135,2014.01.19,Kris Wilson
3136,2014.01.20,Rob DenBleyker
3137,2014.01.21,Dave McElfatrick
3138,2014.01.22,Kris Wilson
3139,2014.01.24,Matt Melvin
3140,2014.01.25,Rob DenBleyker
3141,2014.01.26,Dave McElfatrick
3142,2014.01.27,Kris Wilson
3143,2014.01.28,Rob DenBleyker
3144,2014.01.29,Dave McElfatrick
3145,2014.01.31,Kris Wilson
3146,2014.02.01,Matt Melvin
3147	,2014.02.02,Rob DenBleyker
3148,2014.02.03,Dave McElfatrick
3149,2014.02.04,Kris Wilson
3150,2014.02.05,Rob DenBleyker
3151,2014.02.07,Dave McElfatrick
3152,2014.02.08,Kris Wilson
3153,2014.02.09,Matt Melvin
3154,2014.02.10,Rob DenBleyker
3155,2014.02.11,Dave McElfatrick
3156,2014.02.12,Kris Wilson
3157,2014.02.14,Rob DenBleyker
3158,2014.02.15,Dave McElfatrick
3159,2014.02.16,Kris Wilson
3160,2014.02.17,Rob DenBleyker
3161,2014.02.18,Dave McElfatrick
3162,2014.02.19,Kris Wilson
3163,2014.02.21,Rob DenBleyker
3164,2014.02.22,Dave McElfatrick
3165,2014.02.23,Kris Wilson
3166,2014.02.24,Rob DenBleyker
3167,2014.02.25,Dave McElfatrick
3168,2014.02.26,Kris Wilson
3169,2014.02.28,Rob DenBleyker
3170,2014.03.01,Dave McElfatrick
3171,2014.03.02,Kris Wilson
3172,2014.03.03,Rob DenBleyker
3173,2014.03.04,Dave McElfatrick
3174,2014.03.05,Kris Wilson
3175,2014.03.07,Rob DenBleyker
3176,2014.03.08,Dave McElfatrick
3177,2014.03.09,Kris Wilson
3178,2014.03.10,Rob DenBleyker
3179,2014.03.11,Dave McElfatrick
3180,2014.03.12,Kris Wilson
3181,2014.03.14,Rob DenBleyker
3182,2014.03.15,Dave McElfatrick
3183,2014.03.16,Kris Wilson
3184,2014.03.17,Rob DenBleyker
3185,2014.03.18,Dave McElfatrick
3186,2014.03.19,Kris Wilson
3187,2014.03.21,Kris Wilson
3188,2014.03.22,Rob DenBleyker
3189,2014.03.23,Dave McElfatrick
3190,2014.03.24,Kris Wilson
3191,2014.03.25,Rob DenBleyker
3192,2014.03.26,Dave McElfatrick
3193,2014.03.28,Kris Wilson
3194,2014.03.30,Rob DenBleyker
3195,2014.03.29,Dave McElfatrick
3196,2014.03.31,Kris Wilson
3197,2014.04.01,Dave McElfatrick
3198,2014.04.02,Rob DenBleyker
3199,2014.04.04,Dave McElfatrick
3200,2014.04.05,Kris Wilson
3201,2014.04.06,Rob DenBleyker
3202,2014.04.08,Dave McElfatrick
3203,2014.04.07,Kris Wilson
3204,2014.04.09,Rob DenBleyker
3205,2014.04.11,Kris Wilson
3206,2014.04.12,Dave McElfatrick
3207,2014.04.13,Rob DenBleyker
3208,2014.04.14,Kris Wilson
3209,2014.04.16,Rob DenBleyker
3210,2014.04.15,Dave McElfatrick
3211,2014.04.18,Kris Wilson
3212,2014.04.19,Dave McElfatrick
3213,2014.04.20,Kris Wilson
3214,2014.04.21,Rob DenBleyker
3215,2014.04.22,Dave McElfatrick
3216,2014.04.23,Kris Wilson
3217,2014.04.25,Rob DenBleyker
3218,2014.04.26,Dave McElfatrick
3219,2014.04.27,Kris Wilson
3220,2014.04.28,Dave McElfatrick
3221,2014.04.29,Rob DenBleyker
3222,2014.04.30,Kris Wilson
3223,2014.05.02,Rob DenBleyker
3224,2014.05.03,Dave McElfatrick
3225,2014.05.04,Kris Wilson
3226,2014.05.05,Rob DenBleyker
3227,2014.05.06,Dave McElfatrick
3228,2014.05.07,Kris Wilson
3229,2014.05.09,Rob DenBleyker
3230,2014.05.10,Dave McElfatrick
3231,2014.05.11,Kris Wilson
3232,2014.05.12,Rob DenBleyker
3233,2014.05.13,Dave McElfatrick
3234,2014.05.14,Kris Wilson
3235,2014.05.16,Rob DenBleyker
3236,2014.05.17,Dave McElfatrick
3237,2014.05.18,Kris Wilson
3238,2014.05.19,Rob DenBleyker
3239,2014.05.20,Dave McElfatrick
3240,2014.05.21,Kris Wilson
3241,2014.05.23,Rob DenBleyker
3242,2014.05.24,Dave McElfatrick
3243,2014.05.25,Kris Wilson
3244,2014.05.26,Rob DenBleyker
3245,2014.05.27,Dave McElfatrick
3246,2014.05.28,Kris Wilson
3247,2014.05.30,Rob DenBleyker
3248,2014.05.31,Dave McElfatrick
3249,2014.06.01,Kris Wilson
3250,2014.06.02,Rob DenBleyker
3251,2014.06.03,Dave McElfatrick
3252,2014.06.04,Kris Wilson
3253,2014.06.06,Rob DenBleyker
3254,2014.06.07,Dave McElfatrick
3255,2014.06.08,Kris Wilson
3256,2014.06.09,Dave McElfatrick
3257,2014.06.10,Rob DenBleyker
3258,2014.06.11,Kris Wilson
3259,2014.06.13,Dave McElfatrick
3260,2014.06.14,Rob DenBleyker
3261,2014.06.15,Kris Wilson
3262,2014.06.16,Dave McElfatrick
3263,2014.06.17,Rob DenBleyker
3264,2014.06.18,Kris Wilson
3265,2014.06.20,Dave McElfatrick
3266,2014.06.21,Rob DenBleyker
3267,2014.06.22,Kris Wilson
3268,2014.06.23,Dave McElfatrick
3269,2014.06.24,Rob DenBleyker
3270,2014.06.25,Kris Wilson
3271,2014.06.27,Dave McElfatrick
3272,2014.06.28,Rob DenBleyker
3273,2014.06.29,Kris Wilson
3274,2014.06.30,Dave McElfatrick
3275,2014.07.01,Rob DenBleyker
3276,2014.07.02,Kris Wilson
3277,2014.07.04,Dave McElfatrick
3278,2014.07.05,Rob DenBleyker
3279,2014.07.06,Kris Wilson
3280,2014.07.07,Dave McElfatrick
3281,2014.07.08,Rob DenBleyker
3282,2014.07.09,Kris Wilson
3283,2014.07.11,Dave McElfatrick
3284,2014.07.12,Rob DenBleyker
3285,2014.07.13,Kris Wilson
3286,2014.07.14,Dave McElfatrick
3287,2014.07.15,Rob DenBleyker
3288,2014.07.16,Kris Wilson
3289,2014.07.18,Dave McElfatrick
3290,2014.07.19,Rob DenBleyker
3291,2014.07.20,Kris Wilson
3292,2014.07.21,Rob DenBleyker
3293,2014.07.22,Dave McElfatrick
3294,2014.07.26,Dave McElfatrick
3295,2014.07.23,Rob DenBleyker
3296,2014.07.25,Kris Wilson
3297,2014.07.27,Kris Wilson
3298,2014.07.28,NA
3299,2014.07.29,Rob DenBleyker
3300,2014.07.30,Dave McElfatrick
3301,2014.08.01,Kris Wilson
3302,2014.08.02,Rob DenBleyker
3303,2014.08.03,Dave McElfatrick
3304,2014.08.04,Kris Wilson
3305,2014.08.05,Rob DenBleyker
3306,2014.08.06,Dave McElfatrick
3307,2014.08.08,Kris Wilson
3308,2014.08.10,Rob DenBleyker
3309,2014.08.09,Dave McElfatrick
3310,2014.08.11,Kris Wilson
3311,2014.08.12,Dave McElfatrick
3312,2014.08.13,Rob DenBleyker
3313,2014.08.15,Kris Wilson
3314,2014.08.16,Dave McElfatrick
3315,2014.08.17,Rob DenBleyker
3316,2014.08.18,Kris Wilson
3317,2014.08.19,Dave McElfatrick
3318,2014.08.20,Rob DenBleyker
3319,2014.08.22,Kris Wilson
3320,2014.08.23,Dave McElfatrick
3321,2014.08.24,Rob DenBleyker
3322,2014.08.25,Kris Wilson
3323,2014.08.26,Dave McElfatrick
3324,2014.08.27,Rob DenBleyker
3325,2014.08.29,Kris Wilson
3326,2014.08.30,Dave McElfatrick
3327,2014.08.31,Rob DenBleyker
3328,2014.09.01,Kris Wilson
3329,2014.09.02,Dave McElfatrick
3330,2014.09.03,Rob DenBleyker
3331,2014.09.05,Kris Wilson
3332,2014.09.06,Dave McElfatrick
3333,2014.09.07,Rob DenBleyker
3334,2014.09.08,Kris Wilson
3335,2014.09.09,Dave McElfatrick
3336,2014.09.10,Rob DenBleyker
3337,2014.09.12,Kris Wilson
3338,2014.09.13,Dave McElfatrick
3339,2014.09.14,Rob DenBleyker
3340,2014.09.15,Kris Wilson
3341,2014.09.16,Dave McElfatrick
3342,2014.09.17,Rob DenBleyker
3343,2014.09.19,Kris Wilson
3344,2014.09.20,Dave McElfatrick
3345,2014.09.21,Rob DenBleyker
3346,2014.09.22,Kris Wilson
3347,2014.09.23,Dave McElfatrick
3348,2014.09.24,Rob DenBleyker
3349,2014.09.26,Kris Wilson
3350,2014.09.27,Dave McElfatrick
3351,2014.09.28,Rob DenBleyker
3352,2014.09.29,Kris Wilson
3353,2014.09.30,Dave McElfatrick
3354,2014.10.01,Rob DenBleyker
3355,2014.10.03,Kris Wilson
3356,2014.10.04,Rob DenBleyker
3357,2014.10.05,Dave McElfatrick
3358,2014.10.06,Kris Wilson
3359,2014.10.08,Rob DenBleyker
3360,2014.10.07,Dave McElfatrick
3361,2014.10.10,Dave McElfatrick
3362,2014.10.11,Rob DenBleyker
3363,2014.10.12,Kris Wilson
3364,2014.10.13,Dave McElfatrick
3365,2014.10.14,Rob DenBleyker
3366,2014.10.15,Kris Wilson
3367,2014.10.17,Dave McElfatrick
3368,2014.10.18,Rob DenBleyker
3369,2014.10.19,Kris Wilson
3370,2014.10.20,Dave McElfatrick
3371,2014.10.21,Rob DenBleyker
3372,2014.10.22,Kris Wilson
3373,2014.10.24,Dave McElfatrick
3374,2014.10.25,Rob DenBleyker
3375,2014.10.26,Kris Wilson
3376,2014.10.27,Dave McElfatrick
3377,2014.10.28,Rob DenBleyker
3378,2014.10.29,Kris Wilson
3379,2014.10.31,Dave McElfatrick
3380,2014.11.01,Rob DenBleyker
3381,2014.11.02,Kris Wilson
3382,2014.11.03,Dave McElfatrick
3383,2014.11.04,Rob DenBleyker
3384,2014.11.05,Dave McElfatrick
3385,2014.11.07,Kris Wilson
3386,2014.11.08,Rob DenBleyker
3387,2014.11.09,Dave McElfatrick
3388,2014.11.10,Kris Wilson
3389,2014.11.11,Rob DenBleyker
3390,2014.11.12,Dave McElfatrick
3391,2014.11.14,Kris Wilson
3392,2014.11.15,Rob DenBleyker
3393,2014.11.16,Dave McElfatrick
3394,2014.11.17,Kris Wilson
3395,2014.11.18,Rob DenBleyker
3396,2014.11.19,Dave McElfatrick
3397,2014.11.20,NA
3398,2014.11.21,Kris Wilson
3399,2014.11.22,Rob DenBleyker
3400,2014.11.23,Dave McElfatrick
3401,2014.11.24,Kris Wilson
3402,2014.11.25,Rob DenBleyker
3403,2014.11.26,Dave McElfatrick
3404,2014.11.28,Kris Wilson
3405,2014.11.29,Rob DenBleyker
3406,2014.11.30,Dave McElfatrick
3407,2014.12.01,Kris Wilson
3408,2014.12.02,Rob DenBleyker
3409,2014.12.03,Dave McElfatrick
3410,2014.12.05,Kris Wilson
3411,2014.12.06,Rob DenBleyker
3412,2014.12.07,Dave McElfatrick
3413,2014.12.08,Kris Wilson
3414,2014.12.09,Rob DenBleyker
3415,2014.12.10,Dave McElfatrick
3416,2014.12.11,NA
3417,2014.12.12,Kris Wilson
3418,2014.12.13,Rob DenBleyker
3419,2014.12.14,Dave McElfatrick
3420,2014.12.15,Kris Wilson
3421,2014.12.16,Rob DenBleyker
3422,2014.12.17,Dave McElfatrick
3423,2014.12.18,NA
3424,2014.12.20,Rob DenBleyker
3425,2014.12.21,Dave McElfatrick
3426,2014.12.24,Dave McElfatrick
3427,2014.12.29,Dave McElfatrick
3428,2014.12.30,Dave McElfatrick
3429,2014.12.19,Kris Wilson
3430,2014.12.22,Kris Wilson
3431,2014.12.23,Rob DenBleyker
3432,2014.12.25,NA
3433,2014.12.26,Kris Wilson
3434,2014.12.27,Rob DenBleyker
3435,2014.12.28,Kris Wilson
3436,2015.01.01,NA
3437,2014.12.31,Rob DenBleyker
3438,2015.01.02,Kris Wilson
3439,2015.01.03,Rob DenBleyker
3440,2015.01.04,Dave McElfatrick
3441,2015.01.05,Kris Wilson
3442,2015.01.06,Rob DenBleyker
3443,2015.01.07,Dave McElfatrick
3444,2015.01.08,NA
3445,2015.01.09,Rob DenBleyker
3446,2015.01.10,Kris Wilson
3447,2015.01.11,Dave McElfatrick
3448,2015.01.12,Kris Wilson
3449,2015.01.13,Rob DenBleyker
3450,2015.01.15,NA
3451,2015.01.14,Dave McElfatrick
3452,2015.01.16,Kris Wilson
3453,2015.01.17,Rob DenBleyker
3454,2015.01.18,Dave McElfatrick
3455,2015.01.19,Kris Wilson
3456,2015.01.20,Rob DenBleyker
3457,2015.01.21,Dave McElfatrick
3458,2015.01.22,NA
3459,2015.01.23,Kris Wilson
3460,2015.01.29,NA
3461,2015.01.24,Rob DenBleyker
3462,2015.01.25,Dave McElfatrick
3463,2015.01.26,Kris Wilson
3464,2015.01.27,Dave McElfatrick
3465,2015.01.28,Rob DenBleyker
3466,2015.02.01,Rob DenBleyker
3467,2015.01.30,Kris Wilson
3468,2015.01.31,Dave McElfatrick
3469,2015.02.02,Kris Wilson
3470,2015.02.03,Dave McElfatrick
3471,2015.02.04,Rob DenBleyker
3472,2015.02.05,NA
3473,2015.02.06,Kris Wilson
3474,2015.02.07,Dave McElfatrick
3475,2015.02.08,Rob DenBleyker
3476,2015.02.09,Kris Wilson
3477,2015.02.10,Dave McElfatrick
3478,2015.02.12,NA
3479,2015.02.11,Rob DenBleyker
3480,2015.02.13,Dave McElfatrick
3481,2015.02.15,Rob DenBleyker
3482,2015.02.18,Rob DenBleyker
3483,2015.02.14,Kris Wilson
3484,2015.02.16,Dave McElfatrick
3485,2015.02.19,NA
3486,2015.02.17,Kris Wilson
3487,2015.02.20,Dave McElfatrick
3488,2015.02.21,Kris Wilson
3489,2015.02.22,Rob DenBleyker
3490,2015.02.23,Dave McElfatrick
3491,2015.02.26,NA
3492,2015.02.24,Kris Wilson
3493,2015.02.25,Rob DenBleyker
3494,2015.02.27,Dave McElfatrick
3495,2015.02.28,Kris Wilson
3496,2015.03.01,Rob DenBleyker
3497,2015.03.02,Dave McElfatrick
3498,2015.03.03,Kris Wilson
3499,2015.03.05,NA
3500,2015.03.04,Rob DenBleyker
3501,2015.03.06,Dave McElfatrick
3502,2015.03.07,Kris Wilson
3503,2015.03.08,Rob DenBleyker
3504,2015.03.09,Dave McElfatrick
3505,2015.03.10,Kris Wilson
3506,2015.03.12,NA
3507,2015.03.11,Rob DenBleyker
3508,2015.03.13,Dave McElfatrick
3509,2015.03.14,Kris Wilson
3510,2015.03.15,Rob DenBleyker
3511,2015.03.16,Dave McElfatrick
3512,2015.03.19,NA
3513,2015.03.17,Kris Wilson
3514,2015.03.18,Rob DenBleyker
3515,2015.03.20,Dave McElfatrick
3516,2015.03.26,NA
3517,2015.03.21,Kris Wilson
3518,2015.03.22,Rob DenBleyker
3519,2015.03.23,Dave McElfatrick
3520,2015.03.24,Kris Wilson
3521,2015.03.25,Rob DenBleyker
3522,2015.03.27,Dave McElfatrick
3523,2015.03.30,Dave McElfatrick
3524,2015.03.28,Kris Wilson
3525,2015.04.02,NA
3526,2015.03.29,Rob DenBleyker
3527,2015.03.31,Rob DenBleyker
3528,2015.04.01,Kris Wilson
3529,2015.04.06,Rob DenBleyker
3530,2015.04.03,Dave McElfatrick
3531,2015.04.09,NA
3532,2015.04.04,Kris Wilson
3533,2015.04.05,Kris Wilson
3534,2015.04.07,Dave McElfatrick
3535,2015.04.08,Kris Wilson
3536,2015.04.10,Rob DenBleyker
3537,2015.04.11,Dave McElfatrick
3538,2015.04.16,NA
3539,2015.04.12,Kris Wilson
3540,2015.04.13,Rob DenBleyker
3541,2015.04.14,Dave McElfatrick
3542,2015.04.15,Kris Wilson
3543,2015.04.17,Rob DenBleyker
3544,2015.04.19,Rob DenBleyker
3545,2015.04.23,NA
3546,2015.04.18,Dave McElfatrick
3547,2015.04.20,Kris Wilson
3548,2015.04.21,Dave McElfatrick
3549,2015.04.22,Rob DenBleyker
3550,2015.04.24,Kris Wilson
3551,2015.04.30,NA
3552,2015.04.25,Dave McElfatrick
3553,2015.04.26,Rob DenBleyker
3554,2015.04.27,Kris Wilson
3555,2015.04.28,Dave McElfatrick
3556,2015.04.29,Rob DenBleyker
3557,2015.05.01,Kris Wilson
3558,2015.05.02,Dave McElfatrick
3559,2015.05.03,Rob DenBleyker
3560,2015.05.04,Kris Wilson
3561,2015.05.07,NA
3562,2015.05.05,Dave McElfatrick
3563,2015.05.06,Rob DenBleyker
3564,2015.05.08,Kris Wilson
3565,2015.05.14,NA
3566,2015.05.09,Dave McElfatrick
3567,2015.05.10,Rob DenBleyker
3568,2015.05.11,Kris Wilson
3569,2015.05.12,Dave McElfatrick
3570,2015.05.13,Rob DenBleyker
3571,2015.05.15,Kris Wilson
3572,2015.05.21,NA
3573,2015.05.16,Dave McElfatrick
3574,2015.05.17,Rob DenBleyker
3575,2015.05.18,Kris Wilson
3576,2015.05.19,Dave McElfatrick
3577,2015.05.20,Rob DenBleyker
3578,2015.05.22,Kris Wilson
3579,2015.05.28,NA
3580,2015.05.23,Dave McElfatrick
3581,2015.05.24,Rob DenBleyker
3582,2015.05.25,Kris Wilson
3583,2015.05.26,Dave McElfatrick
3584,2015.05.27,Rob DenBleyker
3585,2015.05.29,Kris Wilson
3586,2015.05.30,Dave McElfatrick
3587,2015.05.31,Rob DenBleyker
3588,2015.06.01,Kris Wilson
3589,2015.06.04,NA
3590,2015.06.02,Dave McElfatrick
3591,2015.06.03,Kris Wilson
3592,2015.06.05,Rob DenBleyker
3593,2015.06.11,NA
3594,2015.06.06,Dave McElfatrick
3595,2015.06.07,Kris Wilson
3596,2015.06.08,Rob DenBleyker
3597,2015.06.09,Dave McElfatrick
3598,2015.06.10,Kris Wilson
3599,2015.06.12,Rob DenBleyker
3600,2015.06.15,Kris Wilson
3601,2015.06.19,Rob DenBleyker
3602,2015.06.13,Dave McElfatrick
3603,2015.06.14,Rob DenBleyker
3604,2015.06.14,Rob DenBleyker
3605,2015.06.16,Dave McElfatrick
3606,2015.06.17,Kris Wilson
3607,2015.06.18,NA
3608,2015.06.20,Dave McElfatrick
3609,2015.06.21,Kris Wilson
3610,2015.06.22,Dave McElfatrick
3611,2015.06.23,Rob DenBleyker
3612,2015.06.24,Kris Wilson
3613,2015.06.25,NA
3614,2015.06.26,Dave McElfatrick
3615,2015.06.27,Rob DenBleyker
3616,2015.06.28,Kris Wilson
3617,2015.06.29,Dave McElfatrick
3618,2015.06.30,Rob DenBleyker
3619,2015.07.01,Kris Wilson
3620,2015.07.02,NA
3621,2015.07.03,Dave McElfatrick
3622,2015.07.04,Rob DenBleyker
3623,2015.07.05,Kris Wilson
3624,2015.07.06,Dave McElfatrick
3625,2015.07.09,NA
3626,2015.07.07,Rob DenBleyker
3627,2015.07.11,Rob DenBleyker
3628,2015.07.08,Kris Wilson
3629,2015.07.23,NA
3630,2015.07.10,Dave McElfatrick
3631,2015.07.16,NA
3632,2015.07.12,Kris Wilson
3633,2015.07.13,Dave McElfatrick
3634,2015.07.14,Rob DenBleyker
3635,2015.07.15,Kris Wilson
3636,2015.07.17,Dave McElfatrick
3637,2015.07.18,Rob DenBleyker
3638,2015.07.19,Kris Wilson
3639,2015.07.20,Dave McElfatrick
3640,2015.07.21,Rob DenBleyker
3641,2015.07.22,Kris Wilson
3642,2015.07.24,Dave McElfatrick
3643,2015.07.30,NA
3644,2015.07.25,Rob DenBleyker
3645,2015.07.26,Kris Wilson
3646,2015.07.27,Dave McElfatrick
3647,2015.07.28,Rob DenBleyker
3648,2015.07.29,Kris Wilson
3649,2015.07.31,Dave McElfatrick
3650,2015.08.06,NA
3651,2015.08.01,Rob DenBleyker
3652,2015.08.02,Kris Wilson
3653,2015.08.03,Dave McElfatrick
3654,2015.08.04,Rob DenBleyker
3655,2015.08.05,Kris Wilson
3656,2015.08.07,Dave McElfatrick
3657,2015.08.13,NA
3658,2015.08.20,NA
3659,2015.08.08,Rob DenBleyker
3660,2015.08.09,Kris Wilson
3661,2015.08.10,Dave McElfatrick
3662,2015.08.11,Rob DenBleyker
3663,2015.08.12,Kris Wilson
3664,2015.08.14,Dave McElfatrick
3665,2015.08.14,Dave McElfatrick
3666,2015.08.15,Rob DenBleyker
3667,2015.08.16,Kris Wilson
3668,2015.08.17,Dave McElfatrick
3669,2015.08.18,Rob DenBleyker
3670,2015.08.19,Kris Wilson
3671,2015.08.21,Dave McElfatrick
3672,2015.08.22,Rob DenBleyker
3673,2015.08.27,NA
3674,2015.08.23,Kris Wilson
3675,2015.08.24,Dave McElfatrick
3676,2015.08.25,Rob DenBleyker
3677,2015.08.26,Kris Wilson
3678,2015.09.03,NA
3679,2015.08.28,Dave McElfatrick
3680,2015.08.29,Rob DenBleyker
3681,2015.08.30,Kris Wilson
3682,2015.08.31,Dave McElfatrick
3683,2015.09.01,Rob DenBleyker
3684,2015.09.02,Kris Wilson
3685,2015.09.10,NA
3686,2015.09.04,Dave McElfatrick
3687,2015.09.05,Rob DenBleyker
3688,2015.09.06,Kris Wilson
3689,2015.09.07,Dave McElfatrick
3690,2015.09.08,Rob DenBleyker
