num,dat,guy
1485,2009.06.14,Kris Wilson
1486,2009.06.15,Rob DenBleyker
1487,2009.06.16,Dave McElfatrick
1488,2009.06.17,Matt Melvin
1489,2009.06.18,Kris Wilson
1490,2009.06.19,Dave McElfatrick
1491,2009.06.20,Rob DenBleyker
1492,2009.06.22,Dave McElfatrick
1493,2009.06.23,Rob DenBleyker
1494,2009.06.26,Dave McElfatrick
1495,2009.06.24,Matt Melvin
1496,2009.06.25,Kris Wilson
1497,2009.06.27,Dave McElfatrick
1498,2009.06.29,Rob DenBleyker
1499,2009.06.28,Kris Wilson
1500,2006.05.16,Rob DenBleyker
1501,2006.06.21,Rob DenBleyker
1502,2006.07.02,Matt Melvin
1503,2006.08.25,Dave McElfatrick
1504,2007.01.13,Rob DenBleyker
1505,2007.06.16,Dave McElfatrick
1506,2007.07.17,Rob DenBleyker
1507,2007.08.23,Dave McElfatrick
1508,2007.09.12,Rob DenBleyker
1509,2007.11.16,Rob DenBleyker
1510,2007.12.31,Dave McElfatrick
1511,2008.01.26,NA
1512,2008.03.27,NA
1513,2008.09.14,NA
1514,2008.12.28,Rob DenBleyker
1515,2009.01.17,NA
1516,2009.05.23,Rob DenBleyker
1517,2009.06.30,Rob DenBleyker
1518,2009.07.01,Matt Melvin
1519,2009.07.02,Kris Wilson
1520,2009.07.03,Dave McElfatrick
1521,2009.07.06,Dave McElfatrick
1522,2009.07.04,Rob DenBleyker
1523,2009.07.07,Rob DenBleyker
1524,2009.07.05,Kris Wilson
1525,2009.07.08,Matt Melvin
1526,2009.07.09,Kris Wilson
1527,2009.07.10,Matt Melvin
1528,2009.07.11,Dave McElfatrick
1529,2009.07.12,Rob DenBleyker
1530,2009.07.13,Kris Wilson
1531,2009.07.14,Rob DenBleyker
1532,2009.07.15,Dave McElfatrick
1533,2009.07.16,Kris Wilson
1534,2009.07.18,Rob DenBleyker
1535,2009.07.17,Matt Melvin
1536,2009.07.19,Dave McElfatrick
1537,2009.07.20,Dave McElfatrick
1538,2009.07.21,Kris Wilson
1539,2009.07.24,Dave McElfatrick
1540,2009.07.23,Matt Melvin
1541,2009.07.22,Rob DenBleyker
1542,2009.07.25,Rob DenBleyker
1543,2009.07.26,Rob DenBleyker
1544,2009.07.27,Dave McElfatrick
1545,2009.07.28,Kris Wilson
1546,2009.07.29,Rob DenBleyker
1547,2009.07.30,Matt Melvin
1548,2009.07.31,Dave McElfatrick
1549,2009.08.01,Rob DenBleyker
1550,2009.08.02,Rob DenBleyker
1551,2009.08.03,Kris Wilson
1552,2009.08.04,Dave McElfatrick
1553,2009.08.05,Matt Melvin
1554,2009.08.06,Rob DenBleyker
1555,2009.08.07,Rob DenBleyker
1556,2009.08.08,Dave McElfatrick
1557,2009.08.09,Kris Wilson
1558,2009.08.11,Kris Wilson
1559,2009.08.12,Dave McElfatrick
1560,2009.08.13,Matt Melvin
1561,2009.08.14,Rob DenBleyker
1562,2009.08.15,Rob DenBleyker
1563,2009.08.16,Kris Wilson
1564,2009.08.17,Dave McElfatrick
1565,2009.08.18,Rob DenBleyker
1566,2009.08.19,Matt Melvin
1567,2009.08.21,Rob DenBleyker
1568,2009.08.20,Kris Wilson
1569,2009.08.22,Dave McElfatrick
1570,2009.08.23,Rob DenBleyker
1571,2009.08.24,Kris Wilson
1572,2009.08.25,Dave McElfatrick
1573,2009.08.26,Matt Melvin
1574,2009.08.27,Rob DenBleyker
1575,2009.08.28,Kris Wilson
1576,2009.08.29,Rob DenBleyker
1577,2009.08.30,Dave McElfatrick
1578,2009.08.31,Rob DenBleyker
1579,2009.09.01,Kris Wilson
1580,2009.09.02,Rob DenBleyker
1581,2009.09.03,Matt Melvin
1582,2009.09.04,NA
1583,2009.09.05,Dave McElfatrick
1584,2009.09.06,Rob DenBleyker
1585,2009.09.07,Kris Wilson
1586,2009.09.08,Dave McElfatrick
1587,2009.09.09,Rob DenBleyker
1588,2009.09.10,Matt Melvin
1589,2009.09.11,Kris Wilson
1590,2009.09.12,Dave McElfatrick
1591,2009.09.14,Rob DenBleyker
1592,2009.09.15,Kris Wilson
1593,2009.09.16,Rob DenBleyker
1594,2009.09.17,Dave McElfatrick
1595,2009.09.19,Matt Melvin
1596,2009.09.18,Rob DenBleyker
1597,2009.09.20,Kris Wilson
1598,2009.09.21,Dave McElfatrick
1599,2009.09.22,Rob DenBleyker
1600,2009.09.25,Dave McElfatrick
1601,2009.09.24,Kris Wilson
1602,2009.09.26,Rob DenBleyker
1603,2009.09.27,Matt Melvin
1604,2009.09.28,Rob DenBleyker
1605,2009.09.29,Kris Wilson
1606,2009.09.30,Dave McElfatrick
1607,2009.10.01,Rob DenBleyker
1608,2009.10.02,Kris Wilson
1609,2009.10.03,Dave McElfatrick
1610,2009.10.04,Matt Melvin
1611,2009.10.05,Rob DenBleyker
1612,2009.10.06,Kris Wilson
1613,2009.10.07,Dave McElfatrick
1614,2009.10.08,Rob DenBleyker
1615,2009.10.09,Kris Wilson
1616,2009.10.10,Dave McElfatrick
1617,2009.10.11,Matt Melvin
1618,2009.10.12,Rob DenBleyker
1619,2009.10.13,Kris Wilson
1620,2009.10.14,Dave McElfatrick
1621,2009.10.15,Rob DenBleyker
1622,2009.10.16,Kris Wilson
1623,2009.10.17,Dave McElfatrick
1624,2009.10.18,Matt Melvin
1625,2009.10.20,Rob DenBleyker
1626,2009.10.19,Dave McElfatrick
1627,2009.10.21,Kris Wilson
1628,2009.10.22,Dave McElfatrick
1629,2009.10.23,Rob DenBleyker
1630,2009.10.24,Rob DenBleyker
1631,2009.10.25,Matt Melvin
1632,2009.10.26,Kris Wilson
1633,2009.10.27,Dave McElfatrick
1634,2009.10.28,Rob DenBleyker
1635,2009.10.29,Kris Wilson
1636,2009.10.30,Dave McElfatrick
1637,2009.10.31,Matt Melvin
1638,2009.11.01,Kris Wilson
1639,2009.11.02,Dave McElfatrick
1640,2009.11.03,Rob DenBleyker
1641,2009.11.04,Kris Wilson
1642,2009.11.05,Dave McElfatrick
1643,2009.11.06,Rob DenBleyker
1644,2009.11.07,Matt Melvin
1645,2009.11.08,Kris Wilson
1646,2009.11.09,Dave McElfatrick
1647,2009.11.10,Rob DenBleyker
1648,2009.11.11,Kris Wilson
1649,2009.11.12,Dave McElfatrick
1650,2009.11.13,Rob DenBleyker
1651,2009.11.14,Matt Melvin
1652,2009.11.15,Kris Wilson
1653,2009.11.16,Dave McElfatrick
1654,2009.11.17,Rob DenBleyker
1655,2009.11.18,Kris Wilson
1656,2009.11.19,Dave McElfatrick
1657,2009.11.20,Dave McElfatrick
1658,2009.11.21,Matt Melvin
1659,2009.11.22,Kris Wilson
1660,2009.11.23,Rob DenBleyker
1661,2009.11.24,Dave McElfatrick
1662,2009.11.25,Kris Wilson
1663,2009.11.26,Rob DenBleyker
1664,2009.11.27,Dave McElfatrick
1665,2009.11.28,Matt Melvin
1666,2009.11.29,Kris Wilson
1667,2009.11.30,Rob DenBleyker
1668,2009.12.01,Dave McElfatrick
1669,2009.12.02,Rob DenBleyker
1670,2009.12.04,Dave McElfatrick
1671,2009.12.05,Matt Melvin
1672,2009.12.06,Kris Wilson
1673,2009.12.07,Matt Melvin
1674,2009.12.08,Rob DenBleyker
1675,2009.12.09,Dave McElfatrick
1676,2009.12.10,Kris Wilson
1677,2009.12.11,Rob DenBleyker
1678,2009.12.12,Kris Wilson
1679,2009.12.13,Dave McElfatrick
1680,2009.12.14,Matt Melvin
1681,2009.12.15,Rob DenBleyker
1682,2009.12.16,Dave McElfatrick
1683,2009.12.17,Kris Wilson
1684,2009.12.18,Rob DenBleyker
1685,2009.12.19,Dave McElfatrick
1686,2009.12.20,Kris Wilson
1687,2009.12.21,Matt Melvin
1688,2009.12.22,Rob DenBleyker
1689,2009.12.23,Dave McElfatrick
1690,2009.12.24,Rob DenBleyker
1691,2009.12.25,Kris Wilson
1692,2009.12.26,Dave McElfatrick
1693,2009.12.27,Matt Melvin
1694,2009.12.28,Rob DenBleyker
1695,2009.12.29,Kris Wilson
1696,2009.12.30,Dave McElfatrick
1697,2009.12.31,Kris Wilson
1698,2010.01.01,Rob DenBleyker
1699,2010.01.02,Dave McElfatrick
1700,2010.01.03,Matt Melvin
1701,2010.01.04,Kris Wilson
1702,2010.01.05,Rob DenBleyker
1703,2010.01.07,Rob DenBleyker
1704,2010.01.06,Dave McElfatrick
1705,2010.01.09,Dave McElfatrick
1706,2010.01.08,Kris Wilson
1707,2010.01.10,Matt Melvin
1708,2010.01.11,Kris Wilson
1709,2010.01.12,Rob DenBleyker
1710,2010.01.13,Dave McElfatrick
1711,2010.01.15,Kris Wilson
1712,2010.01.16,Kris Wilson
1713,2010.01.18,Rob DenBleyker
1714,2010.01.17,Matt Melvin
1715,2010.01.19,Dave McElfatrick
1716,2010.01.20,Kris Wilson
1717,2010.01.22,Matt Melvin
1718,2010.01.23,Rob DenBleyker
1719,2010.01.24,Rob DenBleyker
1720,2010.01.27,Rob DenBleyker
1721,2010.01.25,Dave McElfatrick
1722,2010.01.26,Kris Wilson
1723,2010.01.29,Dave McElfatrick
1724,2010.01.30,Matt Melvin
1725,2010.01.31,Rob DenBleyker
1726,2010.02.01,Kris Wilson
1727,2010.02.02,Dave McElfatrick
1728,2010.02.03,Rob DenBleyker
1729,2010.02.05,Kris Wilson
1730,2010.02.06,Matt Melvin
1731,2010.02.07,Rob DenBleyker
1732,2010.02.08,Rob DenBleyker
1733,2010.02.09,Dave McElfatrick
1734,2010.02.13,Rob DenBleyker
1735,2010.02.10,Kris Wilson
1736,2010.02.12,Dave McElfatrick
1737,2010.02.15,Dave McElfatrick
1738,2010.02.14,Matt Melvin
1739,2010.02.16,Kris Wilson
1740,2010.02.17,Rob DenBleyker
1741,2010.02.19,Dave McElfatrick
1742,2010.02.20,Rob DenBleyker
1743,2010.02.21,Kris Wilson
1744,2010.02.22,Matt Melvin
1745,2010.02.23,Rob DenBleyker
1746,2010.02.24,Dave McElfatrick
1747,2010.02.25,Dave McElfatrick
1748,2010.02.26,Kris Wilson
1749,2010.02.27,Rob DenBleyker
1750,2010.02.28,Matt Melvin
1751,2010.03.01,Dave McElfatrick
1752,2010.03.03,Kris Wilson
1753,2010.03.04,Rob DenBleyker
1754,2010.03.05,Dave McElfatrick
1755,2010.03.06,Kris Wilson
1756,2010.03.07,Rob DenBleyker
1757,2010.03.08,Matt Melvin
1758,2010.03.09,Rob DenBleyker
1759,2010.03.11,Dave McElfatrick
1760,2010.03.12,Kris Wilson
1761,2010.03.13,Rob DenBleyker
1762,2010.03.14,Dave McElfatrick
1763,2010.03.15,Dave McElfatrick
1764,2010.03.16,Kris Wilson
1765,2010.03.17,Matt Melvin
1766,2010.03.18,Rob DenBleyker
1767,2010.03.19,Kris Wilson
1768,2010.03.21,Dave McElfatrick
1769,2010.03.22,Rob DenBleyker
1770,2010.03.23,Kris Wilson
1771,2010.03.24,Dave McElfatrick
1772,2010.03.25,Matt Melvin
1773,2010.03.26,Rob DenBleyker
1774,2010.03.27,Kris Wilson
1775,2010.03.28,Dave McElfatrick
1776,2010.03.29,Rob DenBleyker
1777,2010.03.30,Matt Melvin
1778,2010.03.31,Dave McElfatrick
1779,2010.04.01,Matt Melvin
1780,2010.04.02,Rob DenBleyker
1781,2010.04.03,Dave McElfatrick
1782,2010.04.04,Kris Wilson
1783,2010.04.05,Rob DenBleyker
1784,2010.04.07,Dave McElfatrick
1785,2010.04.08,Kris Wilson
1786,2010.04.09,Rob DenBleyker
1787,2010.04.10,Matt Melvin
1788,2010.04.11,Rob DenBleyker
1789,2010.04.12,Dave McElfatrick
1790,2010.04.14,Matt Melvin
1791,2010.04.13,Kris Wilson
1792,2010.04.15,Rob DenBleyker
1793,2010.04.16,Dave McElfatrick
1794,2010.04.17,Matt Melvin
1795,2010.04.18,Dave McElfatrick
1796,2010.04.19,Rob DenBleyker
1797,2010.04.20,Rob DenBleyker
1798,2010.04.21,Kris Wilson
1799,2010.04.22,Dave McElfatrick
1800,2010.04.23,Kris Wilson
1801,2010.04.24,Rob DenBleyker
1802,2010.04.25,Matt Melvin
1803,2010.04.26,Dave McElfatrick
1804,2010.04.27,Kris Wilson
1805,2010.04.28,Rob DenBleyker
1806,2010.04.30,Rob DenBleyker
1807,2010.04.29,Dave McElfatrick
1808,2010.05.01,Matt Melvin
1809,2010.05.02,Dave McElfatrick
1810,2010.05.03,Kris Wilson
1811,2010.05.04,Rob DenBleyker
1812,2010.05.05,Rob DenBleyker
1813,2010.05.07,Dave McElfatrick
1814,2010.05.06,Kris Wilson
1815,2010.05.08,Rob DenBleyker
1816,2010.05.09,Matt Melvin
1817,2010.05.10,Rob DenBleyker
1818,2010.05.11,Kris Wilson
1819,2010.05.12,Dave McElfatrick
1820,2010.05.13,Rob DenBleyker
1821,2010.05.14,Rob DenBleyker
1822,2010.05.15,Kris Wilson
1823,2010.05.16,Matt Melvin
1824,2010.05.17,Dave McElfatrick
1825,2010.05.18,Rob DenBleyker
1826,2010.05.19,Kris Wilson
1827,2010.05.20,Dave McElfatrick
1828,2010.05.21,Kris Wilson
1829,2010.05.22,Matt Melvin
1830,2010.05.23,Rob DenBleyker
1831,2010.05.24,NA
1832,2010.05.25,Dave McElfatrick
1833,2010.05.26,Kris Wilson
1834,2010.05.27,Rob DenBleyker
1835,2010.05.28,Matt Melvin
1836,2010.05.29,Dave McElfatrick
1837,2010.05.30,Kris Wilson
1838,2010.05.31,Matt Melvin
1839,2010.06.01,Rob DenBleyker
1840,2010.06.02,Dave McElfatrick
1841,2010.06.03,Kris Wilson
1842,2010.06.04,Rob DenBleyker
1843,2010.06.05,Dave McElfatrick
1844,2010.06.06,Kris Wilson
1845,2010.06.07,Matt Melvin
1846,2010.06.08,Rob DenBleyker
1847,2010.06.09,Kris Wilson
1848,2010.06.10,Dave McElfatrick
1849,2010.06.11,Rob DenBleyker
1850,2010.06.13,Dave McElfatrick
1851,2010.06.14,Kris Wilson
1852,2010.06.15,Matt Melvin
1853,2010.06.16,Rob DenBleyker
1854,2010.06.17,Dave McElfatrick
1855,2010.06.18,Kris Wilson
1856,2010.06.19,Rob DenBleyker
1857,2010.06.20,Rob DenBleyker
1858,2010.06.21,Dave McElfatrick
1859,2010.06.22,Matt Melvin
1860,2010.06.23,NA
1861,2010.06.24,Kris Wilson
1862,2010.06.25,Rob DenBleyker
1863,2010.06.27,Rob DenBleyker
1864,2010.06.26,Dave McElfatrick
1865,2010.06.28,Kris Wilson
1866,2010.06.29,Dave McElfatrick
1867,2010.06.30,Matt Melvin
1868,2010.07.01,Kris Wilson
1869,2010.07.02,Rob DenBleyker
1870,2010.07.06,Rob DenBleyker
1871,2010.07.04,Rob DenBleyker
1872,2010.07.03,Dave McElfatrick
1873,2010.07.05,Matt Melvin
1874,2010.07.07,Kris Wilson
1875,2010.07.08,Matt Melvin
1876,2010.07.09,Dave McElfatrick
1877,2010.07.10,Kris Wilson
1878,2010.07.11,Dave McElfatrick
1879,2010.07.12,Rob DenBleyker
1880,2010.07.14,Rob DenBleyker
1881,2010.07.15,Matt Melvin
1882,2010.07.16,Dave McElfatrick
1883,2010.07.17,Kris Wilson
1884,2010.07.18,Dave McElfatrick
1885,2010.07.19,Rob DenBleyker
1886,2010.07.20,Kris Wilson
1887,2010.07.21,Rob DenBleyker
1888,2010.07.23,Matt Melvin
1889,2010.07.22,Dave McElfatrick
1890,2010.07.24,Rob DenBleyker
1891,2010.07.25,Rob DenBleyker
1892,2010.07.26,Kris Wilson
1893,2010.07.27,Dave McElfatrick
1894,2010.07.28,Kris Wilson
1895,2010.07.29,Matt Melvin
1896,2010.07.30,Rob DenBleyker
1897,2010.07.31,Rob DenBleyker
1898,2010.08.02,Dave McElfatrick
1899,2010.08.01,Kris Wilson
1900,2010.08.03,Matt Melvin
1901,2010.08.04,Rob DenBleyker
1902,2010.08.05,Kris Wilson
1903,2010.08.06,Dave McElfatrick
1904,2010.08.07,Kris Wilson
1905,2010.08.08,Rob DenBleyker
1906,2010.08.09,Dave McElfatrick
1907,2010.08.10,Matt Melvin
1908,2010.08.11,Rob DenBleyker
1909,2010.08.12,Kris Wilson
1910,2010.08.13,Dave McElfatrick
1911,2010.08.14,Rob DenBleyker
1912,2010.08.15,Dave McElfatrick
1913,2010.08.16,Kris Wilson
1914,2010.08.17,Matt Melvin
1915,2010.08.18,Rob DenBleyker
1916,2010.08.20,Dave McElfatrick
1917,2010.08.21,Kris Wilson
1918,2010.08.22,Rob DenBleyker
1919,2010.08.23,Dave McElfatrick
1920,2010.08.24,Kris Wilson
1921,2010.08.26,Rob DenBleyker
1922,2010.08.25,Matt Melvin
1923,2010.08.27,Dave McElfatrick
1924,2010.08.28,Kris Wilson
1925,2010.08.29,Rob DenBleyker
1926,2010.08.30,Dave McElfatrick
1927,2010.08.31,Rob DenBleyker
1928,2010.09.02,Kris Wilson
1929,2010.09.01,Matt Melvin
1930,2010.09.03,Dave McElfatrick
1931,2010.09.04,Kris Wilson
1932,2010.09.05,Rob DenBleyker
1933,2010.09.06,Dave McElfatrick
1934,2010.09.07,Matt Melvin
1935,2010.09.08,Kris Wilson
1936,2010.09.09,Dave McElfatrick
1937,2010.09.10,NA
1938,2010.09.11,Rob DenBleyker
1939,2010.09.12,Kris Wilson
1940,2010.09.16,Kris Wilson
1941,2010.09.14,Rob DenBleyker
1942,2010.09.13,Dave McElfatrick
1943,2010.09.15,Matt Melvin
1944,2010.09.17,Dave McElfatrick
1945,2010.09.18,Rob DenBleyker
1946,2010.09.19,NA
1947,2010.09.20,Kris Wilson
1948,2010.09.21,Rob DenBleyker
1949,2010.09.22,Dave McElfatrick
1950,2010.09.23,Kris Wilson
1951,2010.09.24,Matt Melvin
1952,2010.09.26,Rob DenBleyker
1953,2010.09.25,Dave McElfatrick
1954,2010.09.27,Rob DenBleyker
1955,2010.09.28,Kris Wilson
1956,2010.09.29,Dave McElfatrick
1957,2010.09.30,Rob DenBleyker
1958,2010.10.01,Matt Melvin
1959,2010.10.02,Kris Wilson
1960,2010.10.03,Rob DenBleyker
1961,2010.10.04,Dave McElfatrick
1962,2010.10.05,Kris Wilson
1963,2010.10.06,Matt Melvin
1964,2010.10.07,Rob DenBleyker
1965,2010.10.09,Kris Wilson
1966,2010.10.10,Dave McElfatrick
1967,2010.10.11,Rob DenBleyker
1968,2010.10.12,Matt Melvin
1969,2010.10.13,Kris Wilson
1970,2010.10.14,Dave McElfatrick
1971,2010.10.15,Rob DenBleyker
1972,2010.10.16,Kris Wilson
1973,2010.10.17,Rob DenBleyker
1974,2010.10.18,Dave McElfatrick
1975,2010.10.19,Matt Melvin
1976,2010.10.20,Kris Wilson
1977,2010.10.21,Rob DenBleyker
1978,2010.10.22,Dave McElfatrick
1979,2010.10.23,Kris Wilson
1980,2010.10.24,Rob DenBleyker
1981,2010.10.25,Dave McElfatrick
1982,2010.10.26,Matt Melvin
1983,2010.10.27,Rob DenBleyker
1984,2010.10.28,Kris Wilson
1985,2010.10.29,Dave McElfatrick
1986,2010.10.30,Kris Wilson
1987,2010.10.31,Rob DenBleyker
1988,2010.11.01,Dave McElfatrick
1989,2010.11.02,Matt Melvin
1990,2010.11.03,Kris Wilson
1991,2010.11.04,Rob DenBleyker
1992,2010.11.05,Dave McElfatrick
1993,2010.11.06,Kris Wilson
1994,2010.11.07,Kris Wilson
1995,2010.11.08,Rob DenBleyker
1996,2010.11.10,Dave McElfatrick
1997,2010.11.11,Matt Melvin
1998,2010.11.12,Rob DenBleyker
1999,2010.11.13,Kris Wilson
2000,2010.11.14,Dave McElfatrick
2001,2010.11.15,Rob DenBleyker
2002,2010.11.16,Kris Wilson
2003,2010.11.17,NA
2004,2010.11.18,Dave McElfatrick
2005,2010.11.19,Matt Melvin
2006,2010.11.20,Rob DenBleyker
2007,2010.11.21,Kris Wilson
2008,2010.11.22,Dave McElfatrick
2009,2010.11.23,Rob DenBleyker
2010,2010.11.27,Rob DenBleyker
2011,2010.11.26,Kris Wilson
2012,2010.11.28,Dave McElfatrick
2013,2010.11.29,Matt Melvin
2014,2010.11.30,Kris Wilson
2015,2010.12.01,Rob DenBleyker
2016,2010.12.02,Dave McElfatrick
2017,2010.12.03,Kris Wilson
2018,2010.12.04,Rob DenBleyker
2019,2010.12.05,Dave McElfatrick
2020,2010.12.06,Matt Melvin
2021,2010.12.07,Kris Wilson
2022,2010.12.08,Rob DenBleyker
2023,2010.12.09,Dave McElfatrick
2024,2010.12.10,Kris Wilson
2025,2010.12.11,Rob DenBleyker
2026,2010.12.12,Dave McElfatrick
2027,2010.12.13,Matt Melvin
2028,2010.12.14,Kris Wilson
2029,2010.12.15,Rob DenBleyker
2030,2010.12.16,Dave McElfatrick
2031,2010.12.17,Rob DenBleyker
2032,2010.12.18,Kris Wilson
2033,2010.12.19,Matt Melvin
2034,2010.12.20,Dave McElfatrick
2035,2010.12.21,Rob DenBleyker
2036,2010.12.22,Kris Wilson
2037,2010.12.23,Dave McElfatrick
2038,2010.12.24,Kris Wilson
2039,2010.12.25,Matt Melvin
2040,2010.12.26,Matt Melvin
2041,2010.12.27,Rob DenBleyker
2042,2010.12.28,Dave McElfatrick
2043,2010.12.29,Rob DenBleyker
2044,2010.12.30,Rob DenBleyker
2045,2010.12.31,Dave McElfatrick
2046,2011.01.01,Rob DenBleyker
2047,2011.01.02,Rob DenBleyker
2048,2011.01.06,Dave McElfatrick
2049,2011.01.03,Kris Wilson
2050,2011.01.04,Kris Wilson
2051,2011.01.05,Kris Wilson
2052,2011.01.07,Rob DenBleyker
2053,2011.01.09,Matt Melvin
2054,2011.01.10,Kris Wilson
2055,2011.01.11,Dave McElfatrick
2056,2011.01.12,Rob DenBleyker
2057,2011.01.13,Kris Wilson
2058,2011.01.14,Dave McElfatrick
2059,2011.01.15,Rob DenBleyker
2060,2011.01.16,Matt Melvin
2061,2011.01.17,Rob DenBleyker
2062,2011.01.18,Kris Wilson
2063,2011.01.19,Dave McElfatrick
2064,2011.01.20,Rob DenBleyker
2065,2011.01.21,Kris Wilson
2066,2011.01.22,Dave McElfatrick
2067,2011.01.23,Matt Melvin
2068,2011.01.24,Rob DenBleyker
2069,2011.01.25,Kris Wilson
2070,2011.01.26,Dave McElfatrick
2071,2011.01.28,Rob DenBleyker
2072,2011.01.29,Kris Wilson
2073,2011.01.30,Matt Melvin
2074,2011.01.31,Dave McElfatrick
2075,2011.02.01,Rob DenBleyker
2076,2011.02.02,Kris Wilson
2077,2011.02.03,Dave McElfatrick
2078,2011.02.04,Kris Wilson
2079,2011.02.05,Rob DenBleyker
2080,2011.02.06,Matt Melvin
2081,2011.02.07,Dave McElfatrick
2082,2011.02.08,Kris Wilson
2083,2011.02.09,Rob DenBleyker
2084,2011.02.10,Rob DenBleyker
2085,2011.02.11,Dave McElfatrick
2086,2011.02.12,Kris Wilson
2087,2011.02.13,Matt Melvin
2088,2011.02.14,Rob DenBleyker
2089,2011.02.15,Dave McElfatrick
2090,2011.02.16,Kris Wilson
2091,2011.02.17,Rob DenBleyker
2092,2011.02.18,Dave McElfatrick
2093,2011.02.19,Kris Wilson
2094,2011.02.20,Rob DenBleyker
2095,2011.02.21,Matt Melvin
2096,2011.02.22,Dave McElfatrick
2097,2011.02.23,Rob DenBleyker
2098,2011.02.24,Kris Wilson
2099,2011.02.25,Dave McElfatrick
2100,2011.02.26,Matt Melvin
2101,2011.02.27,Rob DenBleyker
2102,2011.02.28,Kris Wilson
2103,2011.03.01,Dave McElfatrick
2104,2011.03.02,Rob DenBleyker
2105,2011.03.03,Kris Wilson
2106,2011.03.04,Dave McElfatrick
2107,2011.03.05,Matt Melvin
2108,2011.03.06,Kris Wilson
2109,2011.03.07,Rob DenBleyker
2110,2011.03.08,Dave McElfatrick
2111,2011.03.10,Kris Wilson
2112,2011.03.11,Rob DenBleyker
2113,2011.03.12,Dave McElfatrick
2114,2011.03.13,Matt Melvin
2115,2011.03.14,Rob DenBleyker
2116,2011.03.15,Kris Wilson
2117,2011.03.16,Rob DenBleyker
2118,2011.03.18,Rob DenBleyker
2119,2011.03.17,Dave McElfatrick
2120,2011.03.19,Kris Wilson
2121,2011.03.20,Matt Melvin
2122,2011.03.21,Dave McElfatrick
2123,2011.03.22,Kris Wilson
2124,2011.03.23,Rob DenBleyker
2125,2011.03.24,Dave McElfatrick
2126,2011.03.25,Kris Wilson
2127,2011.03.26,Matt Melvin
2128,2011.03.27,Kris Wilson
2129,2011.03.28,Rob DenBleyker
2130,2011.03.29,Dave McElfatrick
2131,2011.03.30,Rob DenBleyker
2132,2011.03.31,Kris Wilson
2133,2011.04.01,Dave McElfatrick
2134,2011.04.02,Matt Melvin
2135,2011.04.03,Kris Wilson
2136,2011.04.04,Rob DenBleyker
2137,2011.04.05,Dave McElfatrick
2138,2011.04.06,Rob DenBleyker
2139,2011.04.10,Rob DenBleyker
2140,2011.04.12,Dave McElfatrick
2141,2011.04.08,Dave McElfatrick
2142,2011.04.07,Kris Wilson
2143,2011.04.09,Matt Melvin
2144,2011.04.11,Kris Wilson
2145,2011.04.13,Rob DenBleyker
2146,2011.04.14,Kris Wilson
2147,2011.04.15,Dave McElfatrick
2148,2011.04.16,Matt Melvin
2149,2011.04.17,Rob DenBleyker
2150,2011.04.18,Kris Wilson
2151,2011.04.19,Dave McElfatrick
2152,2011.04.20,Matt Melvin
2153,2011.04.21,Kris Wilson
2154,2011.04.22,Rob DenBleyker
2155,2011.04.23,Dave McElfatrick
2156,2011.04.24,Kris Wilson
2157,2011.04.25,Rob DenBleyker
2158,2011.04.26,Dave McElfatrick
2159,2011.04.27,Matt Melvin
2160,2011.04.28,Kris Wilson
2161,2011.04.29,Rob DenBleyker
2162,2011.04.30,Dave McElfatrick
2163,2011.05.01,Kris Wilson
2164,2011.05.02,Rob DenBleyker
2165,2011.05.03,Dave McElfatrick
2166,2011.05.04,Matt Melvin
2167,2011.05.05,Kris Wilson
2168,2011.05.06,Rob DenBleyker
2169,2011.05.07,Dave McElfatrick
2170,2011.05.08,Kris Wilson
2171,2011.05.09,Rob DenBleyker
2172,2011.05.10,Dave McElfatrick
2173,2011.05.11,Matt Melvin
2174,2011.05.12,Kris Wilson
2175,2011.05.13,Rob DenBleyker
2176,2011.05.14,Dave McElfatrick
2177,2011.05.15,Kris Wilson
2178,2011.05.16,Rob DenBleyker
2179,2011.05.17,Dave McElfatrick
2180,2011.05.18,Matt Melvin
2181,2011.05.19,Kris Wilson
2182,2011.05.20,Rob DenBleyker
2183,2011.05.21,Dave McElfatrick
2184,2011.05.22,Matt Melvin
2185,2011.05.23,Kris Wilson
2186,2011.05.24,Rob DenBleyker
2187,2011.05.25,Dave McElfatrick
2188,2011.05.26,Kris Wilson
2189,2011.05.27,Rob DenBleyker
2190,2011.05.28,Dave McElfatrick
2191,2011.05.29,Matt Melvin
2192,2011.05.30,Kris Wilson
2193,2011.05.31,Rob DenBleyker
2194,2011.06.01,Dave McElfatrick
2195,2011.06.02,Kris Wilson
2196,2011.06.03,Rob DenBleyker
2197,2011.06.04,Matt Melvin
2198,2011.06.05,Dave McElfatrick
2199,2011.06.06,Rob DenBleyker
2200,2011.06.07,Kris Wilson
2201,2011.06.08,Dave McElfatrick
2202,2011.06.09,Kris Wilson
2203,2011.06.10,Rob DenBleyker
2204,2011.06.11,Matt Melvin
2205,2011.06.12,Kris Wilson
2206,2011.06.13,Dave McElfatrick
2207,2011.06.14,Rob DenBleyker
2208,2011.06.15,Dave McElfatrick
2209,2011.06.16,Kris Wilson
2210,2011.06.17,Rob DenBleyker
2211,2011.06.18,Matt Melvin
2212,2011.06.19,Dave McElfatrick
2213,2011.06.20,Kris Wilson
2214,2011.06.21,Rob DenBleyker
2215,2011.06.22,Dave McElfatrick
2216,2011.06.23,Kris Wilson
2217,2011.06.24,Matt Melvin
